transaction_id,customer_id,product_id,store_id,date,quantity,unit_price,total_amount
75,422,106,10,2026-06-23,2,48.2,96.4
76,329,33,2,2025-03-17,2,174.83,349.66
77,265,120,6,2026-04-06,3,147.27,441.81
78,328,200,10,2025-05-12,3,201.53,604.59
79,222,197,9,2025-07-06,1,174.05,174.05
80,79,32,5,2025-02-26,3,7.99,23.97
81,479,42,4,2025-06-18,2,37.44,74.88
82,434,133,2,2025-12-21,3,255.04,765.12
83,490,51,9,2025-09-14,3,137.13,411.39
84,156,33,10,2025-10-09,3,174.83,524.49
85,87,129,10,2025-04-06,3,65.93,197.79
86,320,44,10,2025-06-07,3,78.09,234.27
87,423,145,1,2025-12-12,1,39.9,39.9
88,395,12,10,2025-03-25,3,186.87,560.61
89,393,167,10,2025-09-29,1,27.24,27.24
90,16,159,8,2026-03-03,3,88.71,266.13
91,248,165,4,2025-10-24,2,174.75,349.5
92,38,77,1,2026-02-20,2,68.96,137.92
93,248,113,8,2025-06-11,2,143.87,287.74
94,74,88,6,2025-07-28,3,102.98,308.94
95,500,188,7,2025-11-23,3,82.64,247.92
96,264,195,9,2025-05-14,2,75.8,151.6
97,239,82,2,2025-04-19,1,31.45,31.45
98,73,116,2,2025-10-01,1,27.31,27.31
99,443,75,10,2025-02-21,2,79.3,158.6
100,417,64,6,2026-03-05,1,76.15,76.15
101,256,49,9,2025-11-17,2,54.53,109.06
102,255,128,1,2026-04-24,2,15.03,30.06
103,235,101,4,2025-04-03,3,68.14,204.42
104,25,150,1,2025-08-09,2,107.75,215.5
105,452,127,8,2025-10-16,3,73.95,221.85
106,434,138,2,2025-10-20,1,73.45,73.45
107,373,35,6,2026-03-18,2,140.08,280.16
108,206,94,1,2026-02-17,1,45.02,45.02
109,148,93,2,2025-07-19,3,220.98,662.94
110,392,130,9,2026-01-31,2,103.95,207.9
111,313,160,2,2025-10-14,3,129.83,389.49
112,192,25,6,2025-05-12,2,51.57,103.14
113,102,194,10,2026-01-10,1,54.14,54.14
114,21,103,1,2026-06-06,3,27.16,81.48
115,171,36,8,2025-02-09,3,171.21,513.63
116,311,117,9,2026-06-16,1,173.77,173.77
117,164,84,3,2025-05-24,3,119.53,358.59
118,432,158,5,2026-02-07,3,119.48,358.44
119,273,130,8,2025-12-11,5,103.95,519.75
120,189,122,6,2025-11-03,1,190.95,190.95
121,158,107,1,2025-04-23,3,282.91,848.73
122,401,68,10,2026-05-01,3,73.0,219.0
123,299,185,8,2025-08-22,1,102.77,102.77
124,370,135,10,2025-06-24,3,136.62,409.86
125,125,38,1,2026-01-25,3,12.0,36.0
126,226,49,6,2025-04-23,1,54.53,54.53
127,354,39,4,2026-03-05,2,181.99,363.98
128,472,129,8,2026-02-25,3,65.93,197.79
129,266,181,4,2025-03-05,1,120.85,120.85
130,270,170,7,2025-11-29,4,34.81,139.24
131,468,45,9,2025-11-18,4,115.74,462.96
132,347,140,5,2025-12-17,3,128.47,385.41
133,143,50,9,2026-05-11,1,6.83,6.83
134,395,58,5,2025-11-02,3,6.58,19.74
135,251,177,6,2025-08-01,3,120.33,360.99
136,479,90,5,2026-05-07,3,111.71,335.13
137,347,32,9,2025-10-22,3,7.99,23.97
138,489,102,3,2026-01-24,2,15.22,30.44
139,490,11,2,2025-10-25,2,189.68,379.36
140,383,114,8,2025-12-21,3,108.46,325.38
141,139,52,9,2025-08-08,3,134.56,403.68
142,316,36,10,2025-10-06,1,171.21,171.21
143,343,63,9,2025-09-03,1,158.78,158.78
144,27,164,2,2025-08-20,1,83.09,83.09
145,242,85,2,2026-02-28,3,132.71,398.13
146,476,2,3,2025-05-21,3,174.53,523.59
147,245,168,4,2026-02-21,2,154.29,308.58
148,331,83,1,2025-10-22,2,135.74,271.48
149,119,167,9,2025-04-02,3,27.24,81.72
150,452,45,3,2025-02-08,2,115.74,231.48
151,96,102,5,2025-02-07,2,15.22,30.44
152,291,3,10,2025-02-08,2,15.57,31.14
153,233,86,9,2025-04-20,2,84.58,169.16
154,436,127,9,2026-06-21,1,73.95,73.95
155,415,70,2,2026-04-25,1,121.39,121.39
156,332,42,5,2025-12-05,4,37.44,149.76
157,173,4,5,2025-07-10,3,126.41,379.23
158,439,45,7,2025-07-17,3,115.74,347.22
159,45,132,7,2026-03-14,2,169.85,339.7
160,245,48,6,2025-04-08,1,32.91,32.91
161,197,2,4,2025-09-12,2,174.53,349.06
162,489,193,6,2026-04-03,2,114.08,228.16
163,6,150,5,2025-11-06,5,107.75,538.75
164,32,178,2,2026-01-04,1,19.47,19.47
165,208,79,9,2026-04-22,1,63.93,63.93
166,328,177,5,2025-11-15,1,120.33,120.33
167,113,158,3,2026-01-12,1,119.48,119.48
168,383,40,10,2026-05-05,2,22.62,45.24
169,282,107,8,2026-01-18,3,282.91,848.73
170,349,196,10,2025-08-12,1,65.5,65.5
171,271,135,6,2025-03-25,2,136.62,273.24
172,32,145,9,2025-03-21,1,39.9,39.9
173,275,52,3,2026-06-02,3,134.56,403.68
174,227,84,2,2025-06-18,3,119.53,358.59
175,251,184,2,2025-07-30,3,41.71,125.13
176,233,115,3,2026-06-07,1,123.06,123.06
177,289,107,1,2026-06-10,2,282.91,565.82
178,371,173,1,2026-04-19,2,185.21,370.42
179,382,66,4,2026-02-10,1,56.81,56.81
180,177,12,2,2025-03-16,2,186.87,373.74
181,17,18,5,2025-03-03,2,187.18,374.36
182,393,47,7,2026-02-23,1,138.21,138.21
183,446,98,7,2026-01-19,2,53.88,107.76
184,494,21,9,2026-01-20,3,199.79,599.37
185,61,168,3,2025-05-17,2,154.29,308.58
186,373,136,4,2026-02-07,1,213.63,213.63
187,153,194,8,2025-01-04,1,54.14,54.14
188,422,137,4,2026-03-11,2,70.81,141.62
189,80,118,5,2025-09-11,2,178.18,356.36
190,17,186,7,2025-07-13,1,25.18,25.18
191,35,62,2,2025-01-17,1,23.95,23.95
192,345,115,1,2025-02-04,3,123.06,369.18
193,206,190,8,2025-09-08,1,77.71,77.71
194,387,139,1,2025-08-28,1,103.98,103.98
195,120,129,10,2025-05-24,2,65.93,131.86
196,396,148,6,2025-11-23,5,47.04,235.2
197,339,78,9,2025-08-31,1,149.07,149.07
198,141,106,1,2025-08-15,2,48.2,96.4
199,219,161,9,2025-06-29,3,165.69,497.07
200,483,13,7,2026-05-23,2,142.56,285.12
201,214,82,7,2026-06-22,3,31.45,94.35
202,95,77,9,2025-06-02,2,68.96,137.92
203,154,62,3,2026-04-30,1,23.95,23.95
204,212,15,7,2026-04-20,3,112.5,337.5
205,125,35,5,2026-06-27,2,140.08,280.16
206,41,85,8,2025-07-28,3,132.71,398.13
207,371,24,4,2026-01-15,3,186.91,560.73
208,345,69,10,2025-02-22,2,150.58,301.16
209,412,19,10,2025-02-10,1,165.01,165.01
210,446,123,6,2025-08-11,1,28.9,28.9
211,480,4,4,2025-11-07,2,126.41,252.82
212,469,192,4,2025-05-01,2,121.59,243.18
213,283,102,6,2025-07-29,1,15.22,15.22
214,274,98,6,2025-10-17,2,53.88,107.76
215,263,67,8,2025-11-12,3,102.85,308.55
216,241,26,6,2026-04-23,3,156.58,469.74
217,212,95,1,2025-07-28,2,156.71,313.42
218,9,190,5,2025-08-15,1,77.71,77.71
219,101,76,6,2026-03-04,1,215.43,215.43
220,427,98,4,2025-08-24,3,53.88,161.64
221,484,141,6,2026-05-27,3,206.49,619.47
222,495,196,8,2025-09-21,2,65.5,131.0
223,408,44,6,2026-04-17,3,78.09,234.27
224,280,36,8,2025-06-23,3,171.21,513.63
225,491,139,1,2025-07-08,3,103.98,311.94
226,484,9,1,2026-06-21,1,35.88,35.88
227,432,106,4,2025-01-07,1,48.2,48.2
228,5,182,4,2025-03-11,1,118.16,118.16
229,31,117,10,2026-06-02,2,173.77,347.54
230,9,169,1,2026-05-10,2,18.93,37.86
231,7,142,1,2026-06-29,2,71.47,142.94
232,275,185,5,2026-06-27,2,102.77,205.54
233,346,129,7,2025-01-18,3,65.93,197.79
234,269,28,3,2025-07-03,1,197.74,197.74
235,270,50,5,2025-09-04,3,6.83,20.49
236,41,69,6,2025-12-29,4,150.58,602.32
237,125,118,4,2026-02-20,3,178.18,534.54
238,335,176,1,2025-11-04,1,87.93,87.93
239,194,104,9,2025-04-06,2,92.41,184.82
240,5,15,3,2026-05-03,3,112.5,337.5
241,331,128,6,2025-03-26,2,15.03,30.06
242,118,136,4,2025-04-08,1,213.63,213.63
243,474,70,2,2026-05-02,1,121.39,121.39
244,337,140,1,2025-10-15,3,128.47,385.41
245,493,81,4,2025-07-03,1,27.64,27.64
246,421,193,7,2025-05-28,3,114.08,342.24
247,289,77,4,2025-03-20,1,68.96,68.96
248,170,174,7,2026-02-03,3,128.88,386.64
249,41,177,9,2025-05-24,3,120.33,360.99
250,224,14,4,2025-12-21,1,196.15,196.15
251,394,88,10,2025-03-19,3,102.98,308.94
252,16,199,5,2026-02-11,2,180.3,360.6
253,183,126,9,2026-04-07,1,69.28,69.28
254,349,111,10,2026-01-20,1,262.9,262.9
255,152,22,4,2026-01-25,3,90.63,271.89
256,79,22,7,2025-03-17,2,90.63,181.26
257,163,190,6,2025-06-07,2,77.71,155.42
258,483,24,5,2025-04-20,1,186.91,186.91
259,53,93,3,2026-04-01,2,220.98,441.96
260,230,48,9,2025-03-31,2,32.91,65.82
261,14,105,2,2026-06-09,1,120.76,120.76
262,306,142,10,2025-12-29,1,71.47,71.47
263,150,99,7,2025-11-29,1,163.45,163.45
264,372,200,9,2026-02-02,1,201.53,201.53
265,87,147,7,2025-09-06,3,123.38,370.14
266,155,36,5,2025-06-23,2,171.21,342.42
267,86,38,7,2026-05-20,1,12.0,12.0
268,248,108,2,2025-10-10,2,94.32,188.64
269,370,65,8,2026-01-05,1,266.52,266.52
270,70,118,5,2025-07-20,1,178.18,178.18
271,431,102,10,2025-01-07,2,15.22,30.44
272,172,85,7,2026-01-25,2,132.71,265.42
273,309,77,4,2025-05-20,2,68.96,137.92
274,494,81,7,2026-05-06,1,27.64,27.64
275,496,75,10,2025-11-23,4,79.3,317.2
276,144,84,7,2025-09-06,2,119.53,239.06
277,103,30,10,2026-01-09,3,193.24,579.72
278,14,175,8,2025-07-04,3,173.53,520.59
279,426,113,2,2025-08-03,2,143.87,287.74
280,72,173,5,2026-02-23,2,185.21,370.42
281,79,65,7,2025-09-05,3,266.52,799.56
282,307,19,8,2026-01-22,2,165.01,330.02
283,473,137,7,2026-02-15,3,70.81,212.43
284,459,93,9,2025-02-07,3,220.98,662.94
285,337,28,6,2025-03-29,1,197.74,197.74
286,23,166,10,2025-06-20,3,46.73,140.19
287,495,193,7,2026-02-14,2,114.08,228.16
288,133,3,4,2025-04-19,1,15.57,15.57
289,286,192,10,2026-06-07,3,121.59,364.77
290,201,115,8,2025-08-15,2,123.06,246.12
291,13,39,8,2026-05-28,2,181.99,363.98
292,472,76,2,2025-04-18,2,215.43,430.86
293,179,187,5,2025-04-29,1,21.44,21.44
294,267,117,8,2025-12-18,2,173.77,347.54
295,225,122,8,2025-12-23,1,190.95,190.95
296,23,18,2,2025-11-23,3,187.18,561.54
297,56,88,3,2025-01-24,3,102.98,308.94
298,283,133,3,2025-09-07,1,255.04,255.04
299,491,144,8,2025-12-05,4,21.57,86.28
300,95,104,3,2025-08-26,3,92.41,277.23
301,378,102,10,2026-03-19,1,15.22,15.22
302,220,116,7,2025-07-22,3,27.31,81.93
303,106,181,5,2025-01-05,1,120.85,120.85
304,410,148,9,2025-03-06,1,47.04,47.04
305,101,94,8,2025-07-11,2,45.02,90.04
306,442,68,8,2025-04-27,3,73.0,219.0
307,306,164,7,2026-06-25,2,83.09,166.18
308,179,151,6,2026-02-06,1,95.4,95.4
309,417,159,5,2026-04-14,1,88.71,88.71
310,161,173,2,2025-03-28,1,185.21,185.21
311,94,79,6,2025-09-02,1,63.93,63.93
312,215,131,10,2025-05-25,2,99.03,198.06
313,217,148,3,2025-05-22,2,47.04,94.08
314,356,163,3,2026-05-14,3,115.83,347.49
315,72,126,3,2025-06-20,2,69.28,138.56
316,28,116,6,2025-11-19,5,27.31,136.55
317,100,125,7,2025-01-10,1,16.7,16.7
318,210,168,8,2026-06-02,2,154.29,308.58
319,251,182,3,2026-03-02,2,118.16,236.32
320,408,145,4,2025-03-26,1,39.9,39.9
321,116,9,9,2025-10-27,2,35.88,71.76
322,290,44,8,2025-10-23,2,78.09,156.18
323,59,29,5,2026-06-08,3,193.14,579.42
324,390,139,8,2026-01-11,1,103.98,103.98
325,377,109,4,2025-08-12,1,375.05,375.05
326,135,9,6,2025-11-01,4,35.88,143.52
327,398,113,4,2025-03-31,1,143.87,143.87
328,353,189,6,2025-08-03,3,106.94,320.82
329,72,43,4,2026-03-15,3,25.66,76.98
330,180,16,9,2025-07-31,3,186.29,558.87
331,87,153,6,2025-10-15,3,61.44,184.32
332,137,75,9,2025-10-27,3,79.3,237.9
333,471,35,1,2025-04-08,2,140.08,280.16
334,360,168,3,2025-10-11,1,154.29,154.29
335,165,38,4,2025-09-13,3,12.0,36.0
336,296,126,5,2026-02-07,1,69.28,69.28
337,39,97,2,2026-03-01,2,117.38,234.76
338,143,132,6,2026-02-17,3,169.85,509.55
339,298,125,1,2026-04-11,2,16.7,33.4
340,326,188,6,2025-04-06,2,82.64,165.28
341,112,137,7,2025-03-06,2,70.81,141.62
342,166,127,5,2025-08-05,2,73.95,147.9
343,67,141,10,2025-12-12,5,206.49,1032.45
344,391,88,1,2026-05-12,3,102.98,308.94
345,402,26,8,2025-02-17,3,156.58,469.74
346,226,32,8,2025-01-17,1,7.99,7.99
347,353,110,3,2025-01-01,1,26.05,26.05
348,48,41,6,2025-11-06,3,142.26,426.78
349,341,22,3,2025-09-14,2,90.63,181.26
350,157,102,4,2025-02-23,3,15.22,45.66
351,361,168,2,2026-03-16,1,154.29,154.29
352,40,55,3,2025-01-02,2,270.5,541.0
353,228,133,1,2025-08-20,3,255.04,765.12
354,419,179,2,2025-01-09,2,12.33,24.66
355,245,178,2,2026-03-09,1,19.47,19.47
356,375,99,2,2025-08-23,1,163.45,163.45
357,452,81,5,2025-04-16,2,27.64,55.28
358,329,98,3,2025-05-21,1,53.88,53.88
359,5,136,10,2025-03-12,3,213.63,640.89
360,370,113,4,2025-06-18,2,143.87,287.74
361,352,106,8,2025-06-05,3,48.2,144.6
362,72,23,2,2025-08-11,1,153.76,153.76
363,162,90,3,2026-01-29,2,111.71,223.42
364,44,71,4,2025-09-11,3,146.22,438.66
365,14,200,5,2025-10-19,3,201.53,604.59
366,261,133,4,2025-07-30,3,255.04,765.12
367,28,76,4,2026-02-06,3,215.43,646.29
368,124,99,8,2026-05-22,1,163.45,163.45
369,185,136,6,2025-03-14,1,213.63,213.63
370,216,100,6,2025-05-16,3,159.05,477.15
371,489,196,2,2025-06-26,2,65.5,131.0
372,8,151,5,2025-01-18,1,95.4,95.4
373,486,11,7,2025-08-09,1,189.68,189.68
374,365,74,9,2026-06-03,3,151.06,453.18
375,206,109,2,2026-03-02,3,375.05,1125.15
376,159,72,2,2025-06-06,1,76.33,76.33
377,275,53,6,2026-06-08,1,129.59,129.59
378,391,151,2,2026-02-05,3,95.4,286.2
379,374,179,4,2025-11-14,4,12.33,49.32
380,474,63,7,2025-03-01,1,158.78,158.78
381,312,117,1,2025-04-29,3,173.77,521.31
382,62,171,1,2025-11-13,2,214.88,429.76
383,84,180,8,2025-05-21,1,19.96,19.96
384,401,134,5,2025-12-22,5,195.04,975.2
385,384,96,5,2025-06-20,1,156.0,156.0
386,172,198,7,2025-05-01,1,78.45,78.45
387,135,135,10,2025-10-06,1,136.62,136.62
388,262,128,6,2025-03-20,2,15.03,30.06
389,86,128,6,2025-02-26,3,15.03,45.09
390,458,66,10,2025-06-11,1,56.81,56.81
391,261,59,1,2025-04-29,3,150.31,450.93
392,24,4,8,2025-02-15,1,126.41,126.41
393,92,99,1,2026-01-08,1,163.45,163.45
394,128,58,7,2026-03-06,2,6.58,13.16
395,293,70,6,2025-11-24,1,121.39,121.39
396,462,129,1,2025-05-03,3,65.93,197.79
397,24,58,7,2025-07-03,3,6.58,19.74
398,397,120,5,2025-03-12,2,147.27,294.54
399,234,23,1,2025-12-02,5,153.76,768.8
400,289,52,5,2026-01-13,2,134.56,269.12
401,303,119,8,2025-09-06,2,166.35,332.7
402,390,188,4,2025-07-20,3,82.64,247.92
403,13,2,4,2025-06-04,2,174.53,349.06
404,487,163,6,2025-12-21,1,115.83,115.83
405,193,195,5,2025-01-02,3,75.8,227.4
406,122,53,7,2025-04-17,3,129.59,388.77
407,365,16,5,2026-05-19,1,186.29,186.29
408,460,12,9,2025-04-06,1,186.87,186.87
409,235,180,2,2026-02-27,2,19.96,39.92
410,327,130,7,2025-04-08,1,103.95,103.95
411,32,152,7,2025-03-18,3,87.76,263.28
412,134,61,6,2025-05-14,2,53.87,107.74
413,168,180,6,2026-02-07,3,19.96,59.88
414,39,70,4,2026-04-09,1,121.39,121.39
415,56,200,3,2025-05-20,3,201.53,604.59
416,239,43,6,2025-04-19,2,25.66,51.32
417,184,31,4,2026-02-21,3,272.37,817.11
418,136,79,2,2026-04-08,2,63.93,127.86
419,156,41,10,2025-04-03,3,142.26,426.78
420,76,56,2,2025-02-11,2,68.17,136.34
421,263,92,1,2025-09-12,2,129.7,259.4
422,16,67,7,2025-11-03,2,102.85,205.7
423,282,143,4,2026-04-09,3,145.71,437.13
424,412,119,3,2025-04-07,1,166.35,166.35
425,426,4,4,2025-05-05,1,126.41,126.41
426,191,51,2,2025-05-14,2,137.13,274.26
427,34,20,4,2025-09-23,1,63.22,63.22
428,464,33,6,2026-03-31,1,174.83,174.83
429,26,11,3,2025-05-06,2,189.68,379.36
430,255,186,1,2026-03-20,2,25.18,50.36
431,89,175,6,2026-01-27,2,173.53,347.06
432,144,48,8,2025-08-08,2,32.91,65.82
433,318,9,10,2025-06-02,3,35.88,107.64
434,256,166,7,2025-09-09,2,46.73,93.46
435,144,16,7,2026-05-06,1,186.29,186.29
436,330,108,9,2025-05-21,1,94.32,94.32
437,407,162,1,2025-09-13,3,94.72,284.16
438,246,183,9,2026-01-27,2,182.26,364.52
439,258,89,6,2026-05-12,3,180.83,542.49
440,14,70,6,2026-02-02,1,121.39,121.39
441,30,8,8,2025-08-13,2,18.11,36.22
442,120,92,3,2026-06-27,3,129.7,389.1
443,124,64,5,2025-04-13,3,76.15,228.45
444,295,196,7,2025-02-27,1,65.5,65.5
445,122,45,10,2025-12-30,2,115.74,231.48
446,468,189,10,2025-11-22,3,106.94,320.82
447,181,181,10,2025-01-29,3,120.85,362.55
448,429,145,8,2025-05-26,1,39.9,39.9
449,20,45,2,2025-11-13,4,115.74,462.96
450,113,60,1,2025-02-27,3,105.16,315.48
451,170,123,10,2026-06-24,1,28.9,28.9
452,368,34,3,2025-07-26,2,190.72,381.44
453,76,16,10,2025-11-28,1,186.29,186.29
454,434,199,9,2025-05-26,1,180.3,180.3
455,361,19,7,2026-01-09,2,165.01,330.02
456,166,87,3,2025-04-14,2,191.79,383.58
457,406,188,8,2025-06-11,2,82.64,165.28
458,356,45,10,2025-11-21,5,115.74,578.7
459,302,58,3,2026-01-01,3,6.58,19.74
460,353,79,5,2026-01-23,3,63.93,191.79
461,1,46,10,2025-05-11,3,43.42,130.26
462,17,198,3,2026-02-05,3,78.45,235.35
463,328,157,10,2025-11-22,2,147.85,295.7
464,170,128,2,2025-04-17,1,15.03,15.03
465,86,89,2,2025-09-01,2,180.83,361.66
466,136,115,4,2025-12-10,1,123.06,123.06
467,180,178,5,2025-09-13,1,19.47,19.47
468,25,185,7,2025-04-21,1,102.77,102.77
469,497,188,3,2026-03-25,2,82.64,165.28
470,180,127,9,2026-02-28,2,73.95,147.9
471,404,26,10,2026-01-20,2,156.58,313.16
472,38,42,1,2025-08-19,2,37.44,74.88
473,134,6,2,2025-10-29,2,36.02,72.04
474,455,88,7,2025-03-17,1,102.98,102.98
475,281,188,2,2025-06-14,1,82.64,82.64
476,458,153,8,2025-12-13,5,61.44,307.2
477,85,111,10,2025-02-01,3,262.9,788.7
478,52,41,6,2026-03-21,1,142.26,142.26
479,357,49,9,2025-07-30,2,54.53,109.06
480,153,170,4,2025-09-29,2,34.81,69.62
481,293,13,9,2025-04-09,2,142.56,285.12
482,185,40,1,2026-05-18,1,22.62,22.62
483,422,23,10,2026-03-14,2,153.76,307.52
484,14,52,4,2026-05-07,1,134.56,134.56
485,42,164,8,2025-06-24,2,83.09,166.18
486,242,79,8,2025-04-29,2,63.93,127.86
487,279,24,7,2025-09-29,3,186.91,560.73
488,190,95,3,2025-07-09,2,156.71,313.42
489,226,12,8,2026-04-02,2,186.87,373.74
490,289,58,1,2025-09-27,2,6.58,13.16
491,342,193,2,2025-06-04,3,114.08,342.24
492,414,172,9,2025-03-29,2,153.18,306.36
493,117,194,9,2026-02-28,3,54.14,162.42
494,215,100,9,2025-03-04,3,159.05,477.15
495,244,147,5,2026-05-02,1,123.38,123.38
496,18,102,9,2025-03-22,3,15.22,45.66
497,318,147,3,2026-06-14,3,123.38,370.14
498,89,194,3,2025-05-04,2,54.14,108.28
499,22,50,7,2025-08-05,1,6.83,6.83
500,104,175,3,2025-03-22,2,173.53,347.06
501,469,82,2,2025-09-22,3,31.45,94.35
502,204,100,9,2025-03-31,3,159.05,477.15
503,235,71,1,2025-11-30,5,146.22,731.1
504,213,108,3,2026-06-20,1,94.32,94.32
505,299,146,2,2025-06-01,3,91.41,274.23
506,403,145,5,2025-04-19,1,39.9,39.9
507,197,106,8,2025-12-19,3,48.2,144.6
508,142,10,7,2026-04-30,1,143.63,143.63
509,349,159,7,2025-05-28,3,88.71,266.13
510,354,102,4,2025-02-09,2,15.22,30.44
511,472,191,5,2025-02-20,2,84.71,169.42
512,419,6,5,2026-01-17,2,36.02,72.04
513,440,72,2,2025-11-15,4,76.33,305.32
514,499,35,8,2025-08-22,2,140.08,280.16
515,310,69,2,2025-11-25,4,150.58,602.32
516,468,114,7,2025-07-12,1,108.46,108.46
517,445,195,6,2026-05-12,3,75.8,227.4
518,34,132,5,2025-02-27,1,169.85,169.85
519,400,104,9,2026-06-03,1,92.41,92.41
520,449,45,4,2025-01-30,1,115.74,115.74
521,234,64,1,2025-03-01,1,76.15,76.15
522,141,181,6,2026-01-05,1,120.85,120.85
523,326,130,2,2026-04-21,2,103.95,207.9
524,251,62,10,2025-02-01,2,23.95,47.9
525,301,46,9,2026-04-02,2,43.42,86.84
526,429,89,5,2025-12-25,2,180.83,361.66
527,198,73,1,2025-04-03,1,73.48,73.48
528,439,147,4,2025-06-16,1,123.38,123.38
529,138,174,7,2025-08-19,1,128.88,128.88
530,5,6,8,2026-06-10,3,36.02,108.06
531,308,166,1,2025-05-16,1,46.73,46.73
532,413,65,5,2025-08-18,3,266.52,799.56
533,437,109,6,2025-10-09,2,375.05,750.1
534,239,65,5,2026-04-16,1,266.52,266.52
535,300,160,2,2026-06-18,2,129.83,259.66
536,495,131,6,2025-01-08,3,99.03,297.09
537,56,77,8,2025-10-17,3,68.96,206.88
538,328,87,6,2025-03-07,2,191.79,383.58
539,365,67,5,2025-10-11,3,102.85,308.55
540,392,39,4,2025-07-12,3,181.99,545.97
541,339,154,6,2025-02-28,2,157.53,315.06
542,336,185,8,2025-05-24,1,102.77,102.77
543,208,67,7,2025-10-30,2,102.85,205.7
544,293,150,4,2025-02-06,3,107.75,323.25
545,352,186,9,2025-12-18,2,25.18,50.36
546,260,172,5,2026-05-03,2,153.18,306.36
547,93,169,5,2025-06-24,3,18.93,56.79
548,380,121,5,2025-04-10,1,65.94,65.94
549,336,175,2,2025-07-07,2,173.53,347.06
550,382,91,5,2025-08-16,1,22.88,22.88
551,134,85,10,2026-03-07,2,132.71,265.42
552,241,119,1,2025-10-29,1,166.35,166.35
553,257,121,2,2025-03-14,1,65.94,65.94
554,212,136,1,2026-01-26,2,213.63,427.26
555,176,36,7,2025-06-04,1,171.21,171.21
556,442,37,3,2026-04-14,2,191.06,382.12
557,324,125,3,2025-03-24,2,16.7,33.4
